,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4/30/2019 1:50:52 PM,,,,
,,,,,Public View of NIBRS Crime,,,,,,,,,,,
,,,,,,,,,,,,,,,Page 1 of 1,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"Total of  20,445  NIBRS offenses reported from 1/1/2019 to 1/31/2019 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Occurrence Date,,Occurrence Hour,,NIBRS Description,,Offense Count,Beat,Premise,Block Range,,Street Name,,,Street Type,,Suffix
2019-01-01,,00,,"Destruction, damage, vandalism",,1,8C50,"Residence, Home (Includes Apartment)",9300-9399,,MADERA,,,RD,,
2019-01-01,,00,,All other larceny,,1,24C30,"Other, Unknown",5800-5899,,MAIN,,,,,
2019-01-01,,00,,All other offenses,,1,2A50,Restaurant,500-599,,REINERMAN,,,ST,,
2019-01-01,,00,,All other larceny,,1,20G80,"Other, Unknown",2300-2399,,ELDRIDGE,,,PKWY,,
2019-01-01,,00,,"Burglary, Breaking and Entering",,1,15E10,"Residence, Home (Includes Apartment)",9700-9799,,OASIS,,,DR,,
2019-01-01,,00,,"Credit card, ATM fraud",,1,20G80,"Other, Unknown",13100-13199,,WHITTINGTON,,,DR,,
2019-01-01,,00,,Theft from building,,1,2A50,"Bar, Nightclub",1800-1899,,SHEPHERD,,,,,
2019-01-01,,00,,Identify theft,,1,12D10,"Other, Unknown",8300-8399,,BRONSON,,,ST,,
2019-01-01,,00,,All other larceny,,1,20G50,"Residence, Home (Includes Apartment)",13000-13099,,MEMORIAL,,,DR,,
2019-01-01,,00,,Theft from motor vehicle,,1,13D20,"Parking Lot, Garage",8500-8599,,BROADWAY,,,ST,,
2019-01-01,,00,,All other larceny,,1,22B10,"Residence, Home (Includes Apartment)",12000-12099,,GESSNER,,,RD,,N
2019-01-01,,00,,"Destruction, damage, vandalism",,1,16E20,"Residence, Home (Includes Apartment)",4700-4799,,CURLY OAKS,,,DR,,
2019-01-01,,00,,"False pretenses, swindle",,1,18F30,ATM Separate from Bank,6400-6499,,WESTHEIMER,,,RD,,
2019-01-01,,00,,Theft from building,,1,18F30,"Residence, Home (Includes Apartment)",6400-6499,,WESTHEIMER,,,RD,,
2019-01-01,,00,,Identify theft,,1,1A10,"Drug Store, Doctors Office, Hospital",1300-1399,,ST JOSEPH,,,PKWY,,
2019-01-01,,00,,Intimidation,,1,1A50,"Commercial, Office Building",3100-3199,,LOOP,,,,,W
2019-01-01,,00,,All other offenses,,1,14D20,"Highway, Road, Street, Alley",9100-9199,,ST LO,,,RD,,
2019-01-01,,00,,Forcible rape,,1,10H50,"Other, Unknown",2200-2299,,ALABAMA,,,ST,,
2019-01-01,,01,,Simple assault,,2,19G40,"Residence, Home (Includes Apartment)",11400-11499,,VINEDALE,,,DR,,
2019-01-01,,01,,"Destruction, damage, vandalism",,1,16E40,"Residence, Home (Includes Apartment)",15800-15899,,LENCLAIRE,,,DR,,
2019-01-01,,01,,Driving under the influence,,1,10H70,"Highway, Road, Street, Alley",5400-5499,,SOUTH,,,FWY,,
2019-01-01,,01,,Simple assault,,1,11H10,"Residence, Home (Includes Apartment)",900-999,,FAIR OAKS,,,RD,,
2019-01-01,,01,,Trespass of real property,,1,10H50,"Residence, Home (Includes Apartment)",3500-3599,,DELANO,,,ST,,
2019-01-01,,01,,Intimidation,,1,17E40,"Residence, Home (Includes Apartment)",14500-14599,,FONMEADOW,,,DR,,
2019-01-01,,01,,Driving under the influence,,1,3B50,"Highway, Road, Street, Alley",5200-5299,,NORTH,,,FWY,,
2019-01-01,,01,,Aggravated Assault,,1,7C40,"Residence, Home (Includes Apartment)",3700-3799,,GAGER,,,,,
2019-01-01,,01,,Aggravated Assault,,1,1A20,"Bar, Nightclub",600-699,,FAIRVIEW,,,AVE,,
2019-01-01,,01,,"Burglary, Breaking and Entering",,1,15E40,"Department, Discount Store",8500-8599,,MAIN,,,ST,,
2019-01-01,,01,,Simple assault,,2,18F30,"Residence, Home (Includes Apartment)",6200-6299,,SKYLINE,,,DR,,
2019-01-01,,01,,Driving under the influence,,1,7C40,"Highway, Road, Street, Alley",3700-3799,,GAGER,,,,,
2019-01-01,,01,,Simple assault,,1,11H10,"Residence, Home (Includes Apartment)",500-599,,71ST,,,ST,,
2019-01-01,,01,,"Burglary, Breaking and Entering",,1,18F40,Speciality Store,6400-6499,,WOODWAY,,,DR,,
2019-01-01,,01,,Robbery,,1,17E10,"Service, Gas Station",6100-6199,,BELLAIRE,,,BLVD,,
2019-01-01,,01,,Simple assault,,1,2A50,"Bar, Nightclub",5300-5399,,WASHINGTON,,,AVE,,
2019-01-01,,01,,Aggravated Assault,,1,11H10,"Residence, Home (Includes Apartment)",6100-6199,,GULF,,,FWY,,
2019-01-01,,01,,Simple assault,,4,2A60,"Parking Lot, Garage",1900-1999,,BEALL,,,ST,,
2019-01-01,,01,,Simple assault,,1,10H10,"Residence, Home (Includes Apartment)",4100-4199,,ENGELKE,,,,,
2019-01-01,,01,,"Burglary, Breaking and Entering",,1,18F40,Restaurant,2500-2599,,VOSS,,,RD,,S
2019-01-01,,01,,All other larceny,,1,1A10,"Bar, Nightclub",500-599,,MAIN,,,ST,,
2019-01-01,,01,,Robbery,,1,10H50,"Bar, Nightclub",3400-3499,,SAMPSON,,,,,
2019-01-01,,01,,Simple assault,,1,4F30,"Residence, Home (Includes Apartment)",1800-1899,,BARKER CYPRESS,,,RD,,
2019-01-01,,01,,Simple assault,,1,18F60,"Residence, Home (Includes Apartment)",8300-8399,,SANDS POINT,,,DR,,
2019-01-01,,01,,Simple assault,,1,1A30,"Highway, Road, Street, Alley",2300-2399,,MAIN,,,ST,,W
2019-01-01,,01,,"Destruction, damage, vandalism",,1,8C30,"Residence, Home (Includes Apartment)",7900-7999,,LINDA VISTA,,,RD,,
2019-01-01,,01,,Trespass of real property,,1,20G30,Rental Storage Facility,11300-11399,,WESTPARK,,,DR,,
2019-01-01,,01,,"Destruction, damage, vandalism",,1,18F40,"Parking Lot, Garage",3400-3499,,DUNVALE,,,RD,,
2019-01-01,,01,,Theft from motor vehicle,,1,17E10,"Parking Lot, Garage",6600-6699,,HILLCROFT,,,AVE,,
2019-01-01,,01,,Simple assault,,1,1A10,"Bar, Nightclub",1700-1799,,MAIN,,,ST,,
2019-01-01,,01,,Theft from building,,1,1A20,Community Center,3200-3299,,LOUISIANA,,,ST,,
2019-01-01,,01,,Forcible rape,,1,1A10,"Residence, Home (Includes Apartment)",1700-1799,,MAIN,,,ST,,
2019-01-01,,01,,"Burglary, Breaking and Entering",,1,14D30,"Residence, Home (Includes Apartment)",5800-5899,,SOUTHURST,,,ST,,
2019-01-01,,01,,"Counterfeiting, forgery",,1,17E10,"Residence, Home (Includes Apartment)",6300-6399,,CHIMNEY ROCK,,,RD,,
2019-01-01,,02,,Simple assault,,2,13D10,"Parking Lot, Garage",200-299,,WINKLER,,,DR,,
2019-01-01,,02,,Simple assault,,1,8C40,"Residence, Home (Includes Apartment)",9300-9399,,RICHLAND,,,DR,,
2019-01-01,,02,,Intimidation,,1,14D30,"Residence, Home (Includes Apartment)",5000-5099,,KENILWOOD,,,DR,,
2019-01-01,,02,,Weapon law violations,,1,14D30,"Residence, Home (Includes Apartment)",5000-5099,,KENILWOOD,,,DR,,
2019-01-01,,02,,"Drug, narcotic violations",,1,22B20,"Highway, Road, Street, Alley",400-499,,MEADOWFERN,,,DR,,
2019-01-01,,02,,All other offenses,,1,22B20,"Highway, Road, Street, Alley",400-499,,MEADOWFERN,,,DR,,
2019-01-01,,02,,"Drug, narcotic violations",,1,10H50,"Highway, Road, Street, Alley",3100-3199,,ENNIS,,,ST,,
2019-01-01,,02,,Drug equipment violations,,1,10H50,"Highway, Road, Street, Alley",3100-3199,,ENNIS,,,ST,,
2019-01-01,,02,,"Burglary, Breaking and Entering",,1,5F30,"Commercial, Office Building",4500-4599,,PINEMONT,,,DR,,S
2019-01-01,,02,,Simple assault,,1,6B20,"Residence, Home (Includes Apartment)",5600-5699,,YALE,,,ST,,
2019-01-01,,02,,Simple assault,,1,1A50,"Hotel, Motel, ETC",2500-2599,,LOOP,,,,,W
2019-01-01,,02,,"Destruction, damage, vandalism",,1,16E40,"Residence, Home (Includes Apartment)",15800-15899,,RIDGECROFT,,,RD,,
2019-01-01,,02,,Driving under the influence,,1,1A20,"Highway, Road, Street, Alley",2200-2299,,MONTROSE,,,BLVD,,
2019-01-01,,02,,Simple assault,,1,20G10,"Residence, Home (Includes Apartment)",5900-5999,,RANCHESTER,,,DR,,
2019-01-01,,02,,Driving under the influence,,1,7C10,"Highway, Road, Street, Alley",4200-4299,,SONDICK,,,CT,,
2019-01-01,,02,,Driving under the influence,,1,2A50,"Highway, Road, Street, Alley",5200-5299,,MEMORIAL,,,DR,,
2019-01-01,,02,,All other offenses,,1,2A50,"Highway, Road, Street, Alley",5200-5299,,MEMORIAL,,,DR,,
2019-01-01,,02,,Aggravated Assault,,1,17E10,"Bar, Nightclub",6400-6499,,HILLCROFT,,,AVE,,
2019-01-01,,02,,Simple assault,,2,9C40,"Residence, Home (Includes Apartment)",12100-12199,,CRYSTALWOOD,,,DR,,
2019-01-01,,02,,Simple assault,,1,1A10,"Highway, Road, Street, Alley",500-599,,MAIN,,,ST,,
2019-01-01,,02,,Simple assault,,2,2A50,"Bar, Nightclub",4100-4199,,WASHINGTON,,,AVE,,
2019-01-01,,02,,Simple assault,,1,20G80,"Hotel, Motel, ETC",3000-3099,,SH 6,,,,,S
2019-01-01,,02,,Theft from building,,1,1A20,"Bar, Nightclub",700-799,,PACIFIC,,,,,
2019-01-01,,02,,Driving under the influence,,1,14D50,"Highway, Road, Street, Alley",13900-13999,,OLD CHOCOLATE BAYOU,,,RD,,
2019-01-01,,02,,"Burglary, Breaking and Entering",,1,16E20,Convenience Store,4600-4699,,FUQUA,,,ST,,W
2019-01-01,,02,,Motor vehicle theft,,1,7C20,"Highway, Road, Street, Alley",3300-3399,,US 59,,,FWY,,N
2019-01-01,,02,,"Burglary, Breaking and Entering",,1,8C60,"Residence, Home (Includes Apartment)",10400-10499,,ROCKAWAY,,,DR,,
2019-01-01,,02,,Simple assault,,1,OOJ,Convenience Store,4600-4699,,SAM HOUSTON,,,PKWY,,E
2019-01-01,,02,,All other larceny,,1,OOJ,Convenience Store,4600-4699,,SAM HOUSTON,,,PKWY,,E
2019-01-01,,02,,Simple assault,,1,14D40,"Highway, Road, Street, Alley",11900-11999,,MARTIN LUTHER KING,,,BLVD,,
2019-01-01,,02,,All other larceny,,1,14D20,"Residence, Home (Includes Apartment)",8900-8999,,BRANDON,,,ST,,
2019-01-01,,02,,Theft from motor vehicle,,1,7C10,"Highway, Road, Street, Alley",700-799,,CAGE,,,ST,,
2019-01-01,,02,,"Destruction, damage, vandalism",,1,7C10,"Highway, Road, Street, Alley",700-799,,CAGE,,,ST,,
2019-01-01,,02,,Motor vehicle theft,,1,20G70,"Residence, Home (Includes Apartment)",12900-12999,,BRANT ROCK,,,DR,,
2019-01-01,,02,,All other larceny,,1,10H40,"Highway, Road, Street, Alley",2200-2299,,AUSTIN,,,ST,,
2019-01-01,,02,,Aggravated Assault,,1,18F20,"Residence, Home (Includes Apartment)",5400-5499,,RICHMOND,,,AVE,,
2019-01-01,,02,,Robbery,,1,17E10,"Highway, Road, Street, Alley",6000-6099,,WESTWARD,,,ST,,
2019-01-01,,02,,"Burglary, Breaking and Entering",,1,9C40,"Residence, Home (Includes Apartment)",13400-13499,,VICKSBURG,,,,,
2019-01-01,,02,,"Destruction, damage, vandalism",,1,22B30,"Parking Lot, Garage",11500-11599,,GREEN PLAZA,,,DR,,
2019-01-01,,02,,Shoplifting,,1,20G30,"Department, Discount Store",10800-10899,,WESTHEIMER,,,RD,,
2019-01-01,,02,,Theft from motor vehicle,,1,17E40,"Highway, Road, Street, Alley",12500-12599,,SANDPIPER,,,DR,,
2019-01-01,,02,,Robbery,,1,7C20,"Highway, Road, Street, Alley",5500-5599,,COLLINGSWORTH,,,ST,,
2019-01-01,,02,,Theft from motor vehicle,,1,10H20,"Parking Lot, Garage",1900-1999,,CULLEN,,,BLVD,,
2019-01-01,,02,,Theft from motor vehicle,,1,16E20,"Residence, Home (Includes Apartment)",4900-4999,,MARKWOOD,,,LN,,
2019-01-01,,02,,"Burglary, Breaking and Entering",,1,18F20,"Residence, Home (Includes Apartment)",3300-3399,,MCCUE,,,RD,,
2019-01-01,,02,,"Destruction, damage, vandalism",,1,12D30,"Residence, Home (Includes Apartment)",10600-10699,,SOUTHDOWN TRACE,,,TRL,,
2019-01-01,,02,,Simple assault,,1,16E40,"Residence, Home (Includes Apartment)",16600-16699,,LONESOME QUAIL,,,DR,,
2019-01-01,,02,,"Destruction, damage, vandalism",,1,1A20,"Highway, Road, Street, Alley",2200-2299,,DALLAS,,,ST,,W
2019-01-01,,03,,"Drug, narcotic violations",,1,1A20,"Residence, Home (Includes Apartment)",2500-2599,,HOPKINS,,,ST,,
2019-01-01,,03,,Drug equipment violations,,1,1A20,"Residence, Home (Includes Apartment)",2500-2599,,HOPKINS,,,ST,,
2019-01-01,,03,,All other offenses,,1,1A20,"Residence, Home (Includes Apartment)",2500-2599,,HOPKINS,,,ST,,
2019-01-01,,03,,Intimidation,,1,6B10,"Residence, Home (Includes Apartment)",100-199,,TREASURE,,,DR,,
2019-01-01,,03,,All other offenses,,1,6B10,"Residence, Home (Includes Apartment)",100-199,,TREASURE,,,DR,,
2019-01-01,,03,,Aggravated Assault,,1,2A40,"Residence, Home (Includes Apartment)",3000-3099,,MEMORIAL,,,CT,,
2019-01-01,,03,,Simple assault,,2,14D10,"Residence, Home (Includes Apartment)",4900-4999,,BALKIN,,,ST,,
2019-01-01,,03,,Shoplifting,,1,22B20,"Service, Gas Station",13600-13699,,ELLA,,,BLVD,,
2019-01-01,,03,,Driving under the influence,,1,OOJ,"Highway, Road, Street, Alley",11400-11499,,EAST,,,FWY,,
2019-01-01,,03,,Intimidation,,1,3B10,"Parking Lot, Garage",4200-4299,,LOCKFIELD,,,ST,,
2019-01-01,,03,,"Destruction, damage, vandalism",,1,9C40,"Commercial, Office Building",12900-12999,,EAST,,,FWY,,
2019-01-01,,03,,"Destruction, damage, vandalism",,1,16E40,"Residence, Home (Includes Apartment)",15100-15199,,CAROLCHASE,,,CIR,,
2019-01-01,,03,,Driving under the influence,,1,12D50,"Highway, Road, Street, Alley",14000-14099,,SPACE CENTER,,,BLVD,,
2019-01-01,,03,,Aggravated Assault,,1,18F50,"Bar, Nightclub",9200-9299,,S. MAIN,,,ST,,
2019-01-01,,03,,Intimidation,,1,15E40,"Residence, Home (Includes Apartment)",2600-2699,,WESTRIDGE,,,ST,,
2019-01-01,,03,,All other offenses,,1,8C60,"Residence, Home (Includes Apartment)",7200-7299,,MARILYN,,,LN,,
2019-01-01,,03,,Simple assault,,1,8C60,"Residence, Home (Includes Apartment)",7200-7299,,MARILYN,,,LN,,
2019-01-01,,03,,"Destruction, damage, vandalism",,1,8C60,"Residence, Home (Includes Apartment)",7200-7299,,MARILYN,,,LN,,
2019-01-01,,03,,Robbery,,1,7C30,"Hotel, Motel, ETC",3600-3699,,LAURA KOPPE,,,RD,,
2019-01-01,,03,,Theft from motor vehicle,,1,17E10,"Parking Lot, Garage",5400-5499,,CHIMNEY ROCK,,,RD,,
2019-01-01,,03,,"Destruction, damage, vandalism",,1,8C30,"Residence, Home (Includes Apartment)",8100-8199,,RICHLAND,,,DR,,
2019-01-01,,03,,Theft from building,,1,6B30,"Bar, Nightclub",5700-5799,,GULF BANK,,,RD,,W
2019-01-01,,03,,Theft from motor vehicle,,1,17E10,"Residence, Home (Includes Apartment)",6500-6599,,HILLCROFT,,,AVE,,
2019-01-01,,03,,Theft from motor vehicle,,1,7C30,"Bar, Nightclub",8300-8399,,JENSEN,,,DR,,
